"","SRR10025184","SRR10025185","SRR17261763","SRR17261764","SRR17261651","SRR17261652","SRR17261653","SRR8145407","SRR8145408","SRR8145409","SRR8145410","SRR8145411","SRR8145412","SRR17261705","SRR5115673","SRR5115674","SRR5115675"
"ENSMUSG00000026021.16",2201,3226,1079,1456,1248,1119,1145,350,446,386,413,464,443,1167,830,898,920
"ENSMUSG00000026020.10",2299,2368,398,365,727,755,675,218,221,227,264,283,223,749,680,690,537
"ENSMUSG00000067336.7",8657,10831,898,1203,2003,1977,1782,345,325,288,310,299,356,1355,1439,1831,1924
"ENSMUSG00000041040.13",1066,1168,306,375,454,445,333,63,82,83,76,87,84,325,185,266,230
"ENSMUSG00000026018.13",102,71,2,3,1,2,1,0,0,0,0,1,0,6,5,7,2
"ENSMUSG00000026019.16",1535,1327,509,547,560,494,419,139,110,118,121,105,148,605,586,588,505
"ENSMUSG00000026017.14",1112,1180,170,274,180,178,164,45,47,59,40,64,45,198,163,167,179
"ENSMUSG00000073664.12",11185,13795,627,837,1277,1219,1043,193,206,165,200,203,174,1074,3020,3652,3359
"ENSMUSG00000049439.14",1153,1206,395,600,751,896,714,145,141,137,109,128,173,636,649,679,780
"ENSMUSG00000026782.16",2823,3376,136,178,260,443,234,155,87,57,75,93,57,196,257,376,282
"ENSMUSG00000026014.16",17753,20590,2065,1953,2439,2945,2624,710,753,671,703,815,540,3527,3267,3828,3218
"ENSMUSG00000026012.3",141,117,15,35,35,59,41,22,8,8,1,4,5,45,8,21,8
"ENSMUSG00000026011.14",11,5,12,4,11,7,5,7,5,1,2,0,2,5,3,7,3
"ENSMUSG00000026009.15",100,130,91,55,191,74,133,21,36,20,40,10,9,131,20,25,30
"ENSMUSG00000052062.15",837,458,58,78,181,223,137,15,34,19,27,56,20,101,158,192,173
"ENSMUSG00000025969.16",6786,3552,1093,985,2399,1158,1891,189,287,252,298,272,415,1858,1022,1093,1201
"ENSMUSG00000040865.16",4640,4755,811,882,978,1033,896,149,144,144,132,186,187,995,289,410,352
"ENSMUSG00000025968.17",7429,6807,2359,2907,4327,4182,3775,1178,1175,996,909,1103,1208,4611,5335,5376,6362
"ENSMUSG00000025967.17",7627,5832,7114,11501,6119,6496,5458,3617,2654,2599,2871,2438,2556,5768,1317,1500,1299
"ENSMUSG00000046856.14",1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1
"ENSMUSG00000027520.17",1,3,0,0,0,0,0,3,2,0,0,0,1,0,0,0,2
"ENSMUSG00000025964.16",4268,4646,960,1670,1650,683,863,141,100,117,213,106,126,702,762,975,581
"ENSMUSG00000115378.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069085.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025963.6",0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,1
"ENSMUSG00000025962.16",1284,1352,483,404,735,711,596,181,146,129,137,150,185,758,327,349,302
"ENSMUSG00000025961.2",21,18,0,0,2,3,6,1,0,0,0,0,1,0,1,0,7
"ENSMUSG00000025959.14",1271,914,312,249,479,428,470,107,128,125,136,133,82,331,148,163,196
"ENSMUSG00000025958.15",4007,4758,565,600,1026,1039,904,153,185,164,167,214,186,886,881,929,938
"ENSMUSG00000025956.11",503,333,401,488,347,291,297,65,88,81,78,68,90,373,264,274,344
"ENSMUSG00000070871.11",449,421,187,257,222,203,171,24,38,35,44,37,39,244,86,92,115
"ENSMUSG00000045005.10",527,415,152,248,331,367,253,74,44,42,48,41,79,236,106,167,148
"ENSMUSG00000051344.14",480,553,125,89,226,180,229,31,32,19,36,27,24,185,86,126,113
"ENSMUSG00000025955.14",1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0
"ENSMUSG00000070870.7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067299.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025952.16",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000073658.5",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ENSMUSG00000044429.9",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"ENSMUSG00000100846.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044816.11",1,1,3,7,0,1,2,0,2,0,0,0,0,0,0,0,2
"ENSMUSG00000025950.17",26395,28674,14785,10865,24693,19102,20976,5379,5472,4642,4556,4857,5521,20247,23318,21438,26644
"ENSMUSG00000025949.17",5511,5853,1166,1319,1434,1147,1508,236,271,228,200,216,196,1247,2083,2116,2337
"ENSMUSG00000025946.14",2,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,0
"ENSMUSG00000025945.12",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000015222.19",288,269,34,27,59,89,66,7,8,4,5,16,12,42,43,48,57
"ENSMUSG00000055567.19",9,6,0,0,0,2,0,1,0,3,0,0,0,3,0,4,1
"ENSMUSG00000026005.16",2321,3259,829,563,1147,921,984,165,215,183,222,181,202,994,645,678,659
"ENSMUSG00000026004.16",2882,3368,251,458,488,610,421,70,95,74,50,82,90,562,864,997,849
"ENSMUSG00000026003.6",20101,22150,5465,5548,8155,7054,6084,1786,2105,2144,1663,1774,2857,9566,1650,2074,1917
"ENSMUSG00000061816.16",3,3,1,0,0,0,1,5,0,5,2,2,0,1,0,0,0
"ENSMUSG00000026000.17",679,604,725,645,691,914,623,221,162,197,207,175,199,659,485,466,499
"ENSMUSG00000025991.9",385320,360744,53640,126092,160665,241320,161740,38464,34812,28076,22819,37546,28501,212868,145311,122039,121508
"ENSMUSG00000062209.16",559,551,47,17,108,121,166,11,18,7,26,31,39,55,181,430,267
"ENSMUSG00000025997.14",241,294,18,15,35,39,29,8,11,11,6,20,9,30,31,50,38
"ENSMUSG00000053153.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045648.16",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026196.8",25,61,19,9,6,8,15,1,4,5,16,3,1,29,7,13,8
"ENSMUSG00000050296.15",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026192.14",1427,1055,793,753,1009,1051,1045,324,278,328,304,288,281,1098,528,469,488
"ENSMUSG00000026193.16",149424,121135,50645,32956,75409,54283,69016,8752,10744,10429,12033,9540,10692,93757,18957,29300,27310
"ENSMUSG00000039395.9",5644,3627,1691,1217,1983,1327,1380,357,317,145,233,160,421,1054,1178,1147,1026
"ENSMUSG00000026189.14",8976,8417,7496,5529,6455,5497,5655,1985,2128,2225,1629,1984,2317,9437,2452,2426,2831
"ENSMUSG00000026188.12",10,10,13,14,16,9,13,3,2,4,10,3,6,11,2,14,8
"ENSMUSG00000026187.10",1454,1777,575,531,1072,1049,1058,236,255,239,220,246,329,1148,910,834,980
"ENSMUSG00000039372.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039354.17",1104,838,445,347,656,535,618,134,154,128,153,120,163,667,392,346,425
"ENSMUSG00000039342.6",0,1,0,2,0,0,0,1,1,1,1,0,0,1,0,0,0
"ENSMUSG00000046330.11",4493,2416,8268,15958,4794,5268,4438,3059,2501,3112,3051,2841,2526,4940,3770,3243,5413
"ENSMUSG00000039323.19",16906,30361,5717,14169,11942,20567,9851,8248,5083,5233,4070,5561,3015,10959,4133,3752,4551
"ENSMUSG00000026185.9",541,293,263,220,1111,412,630,349,379,309,139,474,240,621,52,45,110
"ENSMUSG00000026182.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055322.17",12354,7111,3666,7760,5764,5288,5399,799,998,781,820,826,885,6644,753,1125,1024
"ENSMUSG00000061815.12",59,41,20,14,8,20,5,0,4,3,2,3,9,19,5,2,1
"ENSMUSG00000026180.9",41,68,16,45,27,29,7,6,1,2,12,5,4,62,2,9,2
"ENSMUSG00000048480.6",1,1,3,9,1,1,0,0,0,0,1,0,0,3,0,0,0
"ENSMUSG00000006304.15",3627,3155,3958,3514,4778,4193,4403,1083,1370,1287,1477,1053,1135,4614,1786,1854,1939
"ENSMUSG00000064272.4",23,3,1,0,3,3,1,0,0,0,0,0,0,0,5,12,9
"ENSMUSG00000006299.14",6308,4165,4637,5536,5164,5285,4733,1642,1357,1382,1399,1306,1416,5378,1658,2063,1788
"ENSMUSG00000026179.15",5314,2954,4201,2219,4609,2665,3351,686,688,484,555,463,843,4408,377,473,454
"ENSMUSG00000006301.18",2533,2041,1684,1588,1908,1758,1906,439,410,440,443,425,483,1969,896,1079,1006
"ENSMUSG00000073650.9",9,3,3,3,2,3,9,1,1,1,2,0,1,5,1,1,1
"ENSMUSG00000026177.12",626,641,627,506,1106,507,980,87,200,205,236,85,77,1138,202,332,245
"ENSMUSG00000026176.14",6343,4185,5340,4824,7545,7084,6501,1547,1600,1403,1478,1279,1751,7222,1357,1410,1474
"ENSMUSG00000026175.13",24,34,5,16,10,17,17,1,0,3,7,12,1,16,20,22,32
"ENSMUSG00000033364.14",1900,1964,280,405,377,347,344,53,85,79,57,65,65,400,537,608,483
"ENSMUSG00000026174.10",1051,845,643,684,997,854,876,195,151,198,213,178,172,891,147,184,153
"ENSMUSG00000026173.16",35,23,5,3,0,4,0,1,0,1,2,1,2,0,2,0,0
"ENSMUSG00000026135.18",804,596,170,272,216,210,173,13,28,21,24,28,25,285,59,73,76
"ENSMUSG00000026172.13",556,355,393,323,507,390,396,94,128,133,100,99,128,500,209,189,217
"ENSMUSG00000026171.13",743,412,717,727,507,474,465,116,166,156,168,118,143,647,339,433,397
"ENSMUSG00000033276.19",66,24,39,41,35,43,34,1,7,5,10,9,6,44,4,2,2
"ENSMUSG00000033257.15",2647,2237,974,1941,953,848,836,169,165,170,178,192,149,1284,542,642,615
"ENSMUSG00000026170.7",17718,10997,19035,24537,17983,10955,14054,4281,4180,3908,4029,3652,4308,18261,10033,9985,12392
"ENSMUSG00000006542.14",169,47,7,7,10,13,5,3,1,3,4,2,3,7,16,15,27
"ENSMUSG00000033227.8",10,1,0,2,2,2,4,0,2,0,4,2,0,3,3,6,1
"ENSMUSG00000026167.15",2,2,1,0,1,4,0,1,0,0,0,0,0,3,0,2,2
"ENSMUSG00000090071.5",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055197.5",2,7,2,2,2,7,2,1,0,2,1,0,0,0,1,0,0
"ENSMUSG00000006546.4",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047021.15",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000006538.13",15,4,79,103,29,63,25,8,9,8,7,11,4,29,12,25,10
"ENSMUSG00000026162.9",143,98,168,178,121,96,115,31,38,28,39,33,40,134,96,94,165
"ENSMUSG00000026205.9",23,7,3,18,2,3,0,2,5,1,4,3,0,4,7,2,9
"ENSMUSG00000033159.15",2332,1450,2332,3624,1965,2303,2138,618,589,584,399,619,599,2763,646,778,884
"ENSMUSG00000049339.17",6824,6127,6041,7737,6732,6718,6639,1570,1631,1584,1207,1433,1536,7272,1616,1801,1749
"ENSMUSG00000026197.13",1255,946,1139,1709,919,782,787,232,267,276,231,259,302,1073,402,417,483
"ENSMUSG00000026198.16",206,127,248,227,169,123,120,31,45,30,29,30,68,230,202,242,203
"ENSMUSG00000033124.17",1281,1129,395,646,1208,962,1177,117,146,148,103,102,106,1450,374,428,457
"ENSMUSG00000026199.18",1523,829,907,1114,710,620,616,157,160,162,139,192,219,1065,450,606,623
"ENSMUSG00000026200.14",290,206,127,137,144,127,140,28,38,28,31,28,33,205,97,110,123
"ENSMUSG00000026201.13",3401,2192,2746,2252,2106,1447,1514,501,528,474,578,382,648,2297,808,907,822
"ENSMUSG00000026202.14",7560,4211,4700,3923,6925,4234,4465,1515,1389,1194,1389,878,1427,6530,1016,922,867
"ENSMUSG00000096094.3",19,5,1,6,1,5,6,0,0,2,1,0,0,6,1,1,5
"ENSMUSG00000026203.17",2519,1225,1948,2021,2525,2160,2046,752,760,632,669,593,728,2317,364,408,412
"ENSMUSG00000026204.16",28,10,6,14,4,8,11,3,5,2,1,4,1,8,6,7,9
"ENSMUSG00000033061.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026209.16",1855,1190,1579,1570,2295,1804,2021,531,547,519,562,449,562,2197,1027,1215,1136
"ENSMUSG00000026208.10",495,249,209,185,244,242,241,148,216,236,272,215,177,215,123,184,175
"ENSMUSG00000026207.17",126,32,84,80,40,43,88,13,22,11,13,18,13,53,12,20,23
"ENSMUSG00000033021.17",1237,559,1230,1552,1102,852,834,226,238,238,244,185,236,1059,270,314,281
"ENSMUSG00000033007.16",8,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000032997.17",222,158,137,106,151,208,195,46,32,37,23,43,25,133,58,73,45
"ENSMUSG00000026211.19",122,84,31,21,60,38,59,6,26,24,25,17,11,43,34,31,43
"ENSMUSG00000051703.15",9,3,13,9,5,6,4,3,0,1,1,2,0,10,0,1,2
"ENSMUSG00000032968.5",6,0,3,8,7,5,3,2,2,1,1,2,1,4,2,1,2
"ENSMUSG00000026213.16",408,255,443,603,387,325,354,63,76,100,102,85,94,440,136,193,154
"ENSMUSG00000006576.17",28,16,39,48,19,25,23,8,18,13,16,17,12,22,10,13,17
"ENSMUSG00000026235.15",109,54,26,20,52,42,35,11,4,4,19,9,5,14,41,50,52
"ENSMUSG00000004872.16",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032908.10",84,61,13,23,8,9,10,1,5,1,4,2,3,5,9,8,22
"ENSMUSG00000026245.17",1681,1714,1253,974,1241,1032,1124,345,384,344,347,313,359,1394,551,569,603
"ENSMUSG00000090486.3",9,0,13,3,1,1,0,0,1,0,4,0,2,1,0,2,2
"ENSMUSG00000012187.14",46,27,122,4,11,1,18,0,6,0,3,4,20,45,40,27,114
"ENSMUSG00000032883.16",2749,2265,1218,1619,2149,1689,2093,774,481,356,394,649,395,735,1570,1548,1319
"ENSMUSG00000079470.9",4020,2567,177,311,699,814,743,155,119,118,108,171,131,257,526,535,516
"ENSMUSG00000047330.9",42,23,18,3,26,34,23,10,5,6,4,3,4,13,9,2,2
"ENSMUSG00000050711.8",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
"ENSMUSG00000054702.15",82,95,30,38,23,26,38,9,11,13,17,17,7,30,2,8,9
"ENSMUSG00000073643.12",2699,1792,868,1142,477,414,370,128,141,151,149,152,155,1596,1207,1331,1496
"ENSMUSG00000026248.10",846,506,762,590,846,723,816,232,197,164,184,185,215,848,488,504,540
"ENSMUSG00000026249.11",375,402,67,134,282,210,100,21,26,27,19,66,15,71,18,12,19
"ENSMUSG00000043230.3",13,7,0,1,0,1,3,0,0,1,0,0,0,3,0,1,0
"ENSMUSG00000004364.15",7070,9724,1386,1530,2584,2269,2078,437,518,390,383,445,479,2787,2142,2364,2359
"ENSMUSG00000110100.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038608.16",2558,3027,282,161,1307,554,949,105,152,135,253,91,70,818,445,670,544
"ENSMUSG00000054976.15",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000055980.3",5225,3638,192,273,863,674,608,58,88,57,45,60,77,648,461,619,559
"ENSMUSG00000022591.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026142.16",1516,1325,666,560,987,747,846,182,143,141,204,120,161,933,652,620,802
"ENSMUSG00000067158.10",313,199,51,52,84,114,186,49,13,11,22,16,8,21,42,41,56
"ENSMUSG00000079465.9",390,268,32,61,144,227,396,110,20,15,35,34,12,31,42,42,46
"ENSMUSG00000026150.15",2642,2937,1113,1334,1249,1134,1120,264,237,193,238,190,254,1301,727,842,854
"ENSMUSG00000026149.3",79,77,0,0,1,1,0,0,0,0,0,0,0,1,4,8,8
"ENSMUSG00000114299.2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026159.14",2803,3163,674,899,1144,1183,1074,242,232,162,234,179,211,967,584,727,750
"ENSMUSG00000113880.2",15,11,10,13,5,2,1,1,1,2,2,6,4,6,0,0,0
"ENSMUSG00000113973.2",0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113846.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113084.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113925.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114011.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ENSMUSG00000113097.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038496.17",0,2,1,1,2,0,0,0,0,0,0,1,0,2,0,1,0
"ENSMUSG00000100190.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113267.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104423.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101315.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026166.15",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"ENSMUSG00000053161.17",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026163.18",0,0,0,0,0,0,0,3,2,5,4,3,1,0,0,0,0
"ENSMUSG00000045658.17",14394,10478,3605,3604,4523,2693,3609,953,966,930,1176,846,1120,5200,2830,3823,3199
"ENSMUSG00000036766.13",0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000026219.15",20530,21928,3137,3857,5928,5795,5355,1029,1024,935,1089,962,1071,6270,4605,5122,4702
"ENSMUSG00000073633.10",137,119,167,209,119,111,103,39,42,46,42,43,49,175,8,14,4
"ENSMUSG00000026220.7",7,1,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1
"ENSMUSG00000118590.2",221,130,283,173,335,297,477,55,59,52,53,28,61,286,119,142,141
"ENSMUSG00000052477.16",367,307,139,99,193,144,441,26,46,57,179,28,43,274,73,91,108
"ENSMUSG00000118640.2",75,58,153,106,237,187,317,28,36,28,26,17,27,166,40,72,51
"ENSMUSG00000089844.8",169,155,320,318,332,315,319,62,64,44,78,53,61,375,15,37,20
"ENSMUSG00000079457.12",421,327,283,191,373,302,494,61,67,62,58,35,65,299,177,181,177
"ENSMUSG00000118591.2",85,64,140,103,204,169,258,27,26,29,35,19,36,153,38,72,60
"ENSMUSG00000118607.2",483,448,752,462,755,612,1013,171,159,145,219,116,196,708,129,200,170
"ENSMUSG00000094127.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070034.14",569,493,199,122,284,175,373,46,70,72,208,39,71,347,42,87,70
"ENSMUSG00000070031.12",1069,1271,533,445,875,713,822,125,172,181,203,171,157,900,184,287,296
"ENSMUSG00000026222.17",2639,3005,697,458,939,680,1003,170,197,246,311,159,154,973,205,264,251
"ENSMUSG00000052760.17",206,210,80,55,77,44,53,22,24,20,40,17,21,87,6,28,23
"ENSMUSG00000036707.17",5658,6275,1907,2411,3219,2648,2518,514,536,373,524,416,558,3041,3375,3501,3563
"ENSMUSG00000026223.16",1569,1504,1632,1469,2321,1895,2303,429,513,520,654,465,339,2021,994,1337,1233
"ENSMUSG00000026224.12",1,1,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0
"ENSMUSG00000049608.10",38,25,6,10,44,31,193,8,19,3,0,2,4,20,9,6,3
"ENSMUSG00000026226.17",90,43,4,5,5,0,0,1,0,1,0,0,1,5,2,9,6
"ENSMUSG00000026227.12",3951,2635,2211,2414,2597,2644,1813,556,574,440,455,415,619,2723,2300,2905,2263
"ENSMUSG00000026229.18",9614,10844,1431,1193,4354,2926,3218,887,989,989,859,809,836,4840,2372,2237,2141
"ENSMUSG00000026228.7",399,253,0,0,4,4,1,0,0,1,1,0,0,6,35,42,38
"ENSMUSG00000094638.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062590.14",616,395,240,113,231,163,184,32,51,38,46,39,59,189,145,165,133
"ENSMUSG00000079445.4",2,2,6,1,1,0,7,3,3,0,1,6,1,1,0,0,0
"ENSMUSG00000026234.13",17350,17429,3200,4015,6165,6205,4685,1853,1863,1781,1775,2076,2133,6247,593,716,634
"ENSMUSG00000026237.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036574.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026238.15",10760,14767,9363,7999,8593,10343,7477,3171,2658,2519,3421,2882,2539,8303,3883,4966,4900
"ENSMUSG00000026239.15",215,191,149,212,175,171,176,45,59,53,53,40,45,210,53,76,92
"ENSMUSG00000026240.13",822,459,390,436,384,313,331,84,89,111,131,94,99,399,142,156,192
"ENSMUSG00000026241.6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000053333.16",1275,1158,462,592,641,539,630,124,121,146,133,136,147,595,493,506,528
"ENSMUSG00000026246.13",0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"ENSMUSG00000079440.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000036500.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026247.14",2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000036480.10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026251.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026253.15",15,9,1,0,0,1,0,0,0,0,1,1,0,0,3,2,0
"ENSMUSG00000026254.18",2627,2307,1600,1281,1665,1367,1299,288,433,359,411,346,427,1875,831,934,968
"ENSMUSG00000026255.16",12,6,5,26,11,8,6,2,3,1,7,5,3,11,1,2,3
"ENSMUSG00000048000.16",7540,5854,1369,2103,2190,1974,1681,257,355,274,293,291,358,1937,1181,1365,1237
"ENSMUSG00000079436.4",258,187,0,0,4,1,4,0,0,0,0,0,0,1,39,73,28
"ENSMUSG00000026258.6",25,10,0,5,0,0,0,0,0,0,0,0,1,2,3,1,13
"ENSMUSG00000026259.15",1723,837,1438,2844,1141,1273,1231,314,379,344,218,465,312,1523,489,598,620
"ENSMUSG00000079434.9",61,17,50,67,65,52,67,12,16,11,18,18,18,57,35,47,47
"ENSMUSG00000026288.15",949,582,327,274,849,396,825,88,157,148,197,75,65,584,102,181,159
"ENSMUSG00000026289.16",3578,3081,1576,2791,1499,1200,1159,275,269,297,284,311,349,1810,1179,1350,1202
"ENSMUSG00000056055.14",60,27,4,13,20,14,8,4,8,4,1,9,6,5,6,8,6
"ENSMUSG00000070738.11",2509,1893,791,1175,1181,1069,1089,172,201,164,211,200,193,1254,624,711,753
"ENSMUSG00000005501.15",7979,6108,1162,1429,1933,1515,1705,325,364,332,375,396,397,2044,1689,1783,2092
"ENSMUSG00000090165.9",95,80,149,119,190,180,130,28,33,38,19,19,23,183,12,15,7
"ENSMUSG00000090175.2",3294,5057,976,602,1491,1494,1079,312,242,312,131,137,228,1363,686,153,723
"ENSMUSG00000089675.2",190,120,32,11,6,4,4,0,2,0,1,0,1,1,10,6,4
"ENSMUSG00000090124.8",684,336,12,10,61,37,51,12,12,2,9,7,5,43,515,540,478
"ENSMUSG00000090145.8",2343,599,559,466,1901,1806,1977,226,243,160,166,215,235,2682,2079,2076,1658
"ENSMUSG00000054545.18",2118,1541,634,1096,378,356,314,84,130,102,78,122,132,576,701,731,664
"ENSMUSG00000089943.2",4589,4803,594,472,4742,3186,5576,264,773,631,650,615,870,4263,2194,2430,2856
"ENSMUSG00000090171.2",532,271,98,75,484,364,613,27,79,64,64,73,95,440,100,128,114
"ENSMUSG00000081984.4",349,173,7,2,6,5,8,1,1,5,3,1,3,4,28,42,36
"ENSMUSG00000089960.2",4713,1942,1246,2716,5682,4652,3929,697,722,732,597,626,804,7626,6291,7378,5480
"ENSMUSG00000079429.10",928,709,354,705,425,222,384,74,117,101,107,99,97,263,98,119,227
"ENSMUSG00000044783.17",5188,3045,10712,17012,5065,3839,4642,905,1144,922,1146,1340,1269,5818,2102,2171,2700
"ENSMUSG00000036251.17",11,7,10,11,3,3,2,1,2,0,2,0,1,4,1,1,4
"ENSMUSG00000026295.13",5928,5345,5077,8149,4664,3541,3907,1372,2013,2262,2572,1604,1778,4104,3670,3646,6556
"ENSMUSG00000062310.8",8,7,7,1,15,3,4,3,1,2,11,3,0,5,2,0,0
"ENSMUSG00000049866.13",385,320,206,89,240,238,328,70,86,70,105,52,34,174,65,100,88
"ENSMUSG00000036206.13",161,117,40,42,109,104,70,15,19,10,15,27,13,79,19,20,42
"ENSMUSG00000055013.17",1468,1081,232,403,343,284,335,71,83,74,81,57,55,357,196,260,240
"ENSMUSG00000034486.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067081.14",0,1,0,0,1,0,0,0,0,1,0,3,1,1,0,0,0
"ENSMUSG00000026301.17",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000044337.6",26,16,25,11,44,38,66,8,13,18,20,57,10,30,6,6,3
"ENSMUSG00000034432.12",1119,856,1143,1207,1112,1017,969,252,299,287,277,223,268,1142,694,664,737
"ENSMUSG00000048126.17",2230,1259,256,236,705,599,862,156,123,121,135,178,109,302,389,447,580
"ENSMUSG00000026303.7",322,174,77,63,144,176,177,25,20,35,18,39,33,121,26,36,41
"ENSMUSG00000090550.3",5,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0
"ENSMUSG00000026304.14",1273,1172,1093,1639,1020,860,984,409,464,520,381,448,353,1297,489,606,631
"ENSMUSG00000026305.16",4134,3103,897,1156,1978,2091,1879,440,464,403,426,398,443,2062,702,770,797
"ENSMUSG00000070732.3",1,5,0,0,1,3,0,0,1,1,0,0,0,3,0,0,1
"ENSMUSG00000034353.15",226,169,283,308,160,160,169,52,65,25,44,52,54,253,69,89,86
"ENSMUSG00000034343.15",2132,1707,1487,1359,1284,946,1003,266,303,248,344,233,273,1436,455,513,442
"ENSMUSG00000026307.13",6281,4831,3573,3296,4939,3162,3963,909,1203,1315,1133,947,1077,5285,572,651,772
"ENSMUSG00000049515.13",22,10,10,20,3,7,4,0,2,1,0,8,0,1,4,7,7
"ENSMUSG00000026308.9",3,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,1
"ENSMUSG00000047443.15",72,29,0,1,3,3,0,0,0,0,1,0,1,1,8,19,16
"ENSMUSG00000026309.15",2019,1350,1544,2213,1023,974,935,361,395,329,380,348,431,1105,667,753,810
"ENSMUSG00000067071.9",776,526,2130,2252,1243,628,1497,386,613,697,744,582,595,1198,1542,1871,2625
"ENSMUSG00000055866.10",762,424,1080,5589,387,353,554,42,133,137,73,192,116,628,228,225,274
"ENSMUSG00000034292.14",657,447,297,370,344,213,254,54,74,76,84,65,72,447,104,115,132
"ENSMUSG00000026311.17",592,414,285,355,384,457,354,109,87,63,69,63,60,470,375,439,388
